developer,year,Cantidad,% free to play
alysson moraes,2017.0,2,0.00 %
amanita design,2009.0,2,0.00 %
amanita design,2012.0,1,0.00 %
amanita design,2016.0,3,33.33 %
amanita design,2017.0,1,0.00 %
amaranth games,2016.0,1,0.00 %
"amaranth games, llc",2014.0,2,0.00 %
"amaranth games, llc",2015.0,2,0.00 %
"amaranth games, llc",2016.0,1,0.00 %
amaterasu software,2016.0,4,0.00 %
amaterasu software,2017.0,8,0.00 %
amazastrophic,2017.0,1,0.00 %
amazu media,2017.0,2,0.00 %
ambertail,2017.0,1,0.00 %
ambiera,2016.0,1,0.00 %
ambiera,2017.0,1,0.00 %
ambiera e.u.,2015.0,3,0.00 %
ameet sharma,2017.0,1,0.00 %
amegami,2016.0,1,0.00 %
americo mateus rodrigues,2016.0,1,0.00 %
amethyst quarter,2015.0,1,0.00 %
ametist studio,2017.0,1,0.00 %
"amidos,big o",2012.0,1,100.00 %
"amidos,big o,bauer",2012.0,1,100.00 %
amilton neves,2017.0,1,0.00 %
amkonius games,2017.0,1,0.00 %
amplecti chao,2017.0,1,0.00 %
amund farifteh,2015.0,1,0.00 %
anrael,2016.0,1,0.00 %
anamik majumdar,2016.0,1,0.00 %
anarchy enterprises,2007.0,1,0.00 %
anarchy enterprises,2015.0,5,0.00 %
anarchy enterprises,2016.0,1,0.00 %
anarchy interactive,2015.0,1,0.00 %
anarkis gaming,2016.0,1,0.00 %
anarteam,2016.0,2,0.00 %
"anatola howard,duncan cross",2017.0,1,0.00 %
anatoliy loginovskikh,2016.0,6,0.00 %
anatoliy loginovskikh,2017.0,4,0.00 %
anatoly konstantinov,2017.0,1,0.00 %
anawiki games,2016.0,3,0.00 %
anawiki games,2017.0,5,0.00 %
ancestral quest,2017.0,1,0.00 %
"anchora games,dream harvesters",2016.0,1,100.00 %
andrade games,2016.0,2,0.00 %
andras beck,2016.0,1,0.00 %
"andre chagas silva,anthony septim",2015.0,2,0.00 %
andreas ammer,2017.0,1,0.00 %
andreas britten,2016.0,2,0.00 %
andreil game,2016.0,1,0.00 %
andrettin,2015.0,1,100.00 %
andrettin,2016.0,2,0.00 %
andrettin,2017.0,1,0.00 %
"andrew ""versus"" larionov",2017.0,1,0.00 %
andrew brady,2016.0,1,0.00 %
andrew gilmour,2016.0,2,0.00 %
andrew higgins,2017.0,1,0.00 %
andrew hulshult,2015.0,1,0.00 %
andrew morrish,2013.0,1,0.00 %
andrew morrish,2017.0,1,0.00 %
andrew rodenhiser,2017.0,1,100.00 %
andrew rowe,2015.0,1,0.00 %
andrew rowe,2017.0,1,0.00 %
andrew ryan henke,2017.0,2,0.00 %
andrew smith,2017.0,1,0.00 %
andrew willman,2016.0,1,0.00 %
"andrewdrumov, sanke berdochan",2015.0,1,0.00 %
"andrewmd5,codeusa",2015.0,2,0.00 %
andrey haritonov,2017.0,1,0.00 %
andrey malyarov,2016.0,1,0.00 %
andrii vintsevych,2009.0,1,100.00 %
andrii vintsevych,2015.0,1,0.00 %
andrii vintsevych,2017.0,1,100.00 %
andré bertaglia,2016.0,7,14.29 %
andré bertaglia,2017.0,5,0.00 %
andy howard games,2017.0,1,0.00 %
andy jurko,2016.0,4,0.00 %
andy jurko (match gems),2016.0,1,0.00 %
andy wallace,2015.0,1,0.00 %
andy wallace,2016.0,1,0.00 %
"andy wallace,nathaniel chambers",2015.0,1,0.00 %
anea_duo_dev,2016.0,1,0.00 %
angel carriola,2017.0,1,0.00 %
angel iliev hrisimov,2016.0,1,0.00 %
angel t,2017.0,1,0.00 %
"angels blue digital entertainment,digitalez",2012.0,1,0.00 %
"angels blue digital entertainment,digitalez",2015.0,2,0.00 %
"angels blue digital entertainment,digitalez",2016.0,1,0.00 %
"angels blue digital entertainment,digitalez",2017.0,2,0.00 %
"angry hangar games, llc",2016.0,1,0.00 %
angry mob games,2017.0,1,0.00 %
angryangelgames,2016.0,2,0.00 %
anima chambers,2018.0,1,0.00 %
anima locus,2015.0,1,0.00 %
anima project,2016.0,2,0.00 %
animation arts,2009.0,2,0.00 %
animation arts,2010.0,1,0.00 %
animation arts,2012.0,1,0.00 %
animation arts,2013.0,1,0.00 %
animation arts creative gmbh,2016.0,1,0.00 %
animation arts gmbh,2015.0,1,0.00 %
animation catalyst,2015.0,1,0.00 %
animation fx,1994.0,1,0.00 %
anime hearts,2016.0,1,0.00 %
anime squad,2017.0,1,0.00 %
animu game,2015.0,3,0.00 %
animus interactive inc,2016.0,1,100.00 %
anino games,2016.0,2,0.00 %
aniode,2015.0,1,0.00 %
anisoptera games,2015.0,1,0.00 %
"anisoptera games,peaks",2015.0,1,0.00 %
ankama,2012.0,1,0.00 %
ankama play,2013.0,1,0.00 %
ankama studio,2014.0,4,25.00 %
ankama studio,2015.0,11,9.09 %
ankama studio,2016.0,6,16.67 %
ankama studio,2017.0,3,33.33 %
another noname,2017.0,1,0.00 %
another reality,2016.0,1,0.00 %
anothink,2015.0,1,0.00 %
ansimuz games,2014.0,1,0.00 %
ant workshop ltd,2016.0,2,0.00 %
antab studio,2017.0,1,0.00 %
"antanas marcelionis,renė petrulienė",2016.0,1,0.00 %
"antaria, llc",2017.0,1,0.00 %
antarsoft,2016.0,1,0.00 %
anteater games,2015.0,1,0.00 %
anthony @ pow games,2015.0,1,0.00 %
anthony case,2014.0,2,0.00 %
anthony case,2015.0,1,0.00 %
anthony kozak,2016.0,1,0.00 %
anti crunch studios,2016.0,2,0.00 %
anti gravity game studios,2017.0,1,0.00 %
anti-ded gamedev,2016.0,1,0.00 %
anti-ded gamedev,2017.0,2,0.00 %
anticto,2016.0,2,50.00 %
antimatter games,2017.0,1,0.00 %
"antimatter games,tripwire interactive",2017.0,3,0.00 %
antiproto,2015.0,1,0.00 %
antizero company,2016.0,1,0.00 %
antizero company,2017.0,1,0.00 %
antoine bilodeau,2016.0,1,0.00 %
anton gerdelan,2016.0,2,50.00 %
anton riot,2016.0,2,0.00 %
anton riot,2017.0,1,100.00 %
anton shatalov,2017.0,1,100.00 %
antonio renna,2015.0,1,0.00 %
antonio renna,2016.0,2,50.00 %
antonio renna,2017.0,2,0.00 %
antropi,2017.0,1,0.00 %
antti vaihia,2016.0,1,0.00 %
antuan johnson,2016.0,1,0.00 %
anuman interactive,2015.0,1,0.00 %
anvate games,2012.0,2,0.00 %
anvate games,2015.0,2,0.00 %
anvate games,2016.0,1,0.00 %
anvate games,2017.0,1,0.00 %
"anvil drop, llc",2015.0,1,0.00 %
anvil game studios,2017.0,1,0.00 %
anvil-soft,2000.0,1,0.00 %
anxious neck games,2017.0,1,0.00 %
apache600,2017.0,1,0.00 %
apapappa games,2017.0,2,0.00 %
apar games,2016.0,1,0.00 %
apar games,2017.0,1,0.00 %
"apathyworks, llc",2015.0,1,0.00 %
ape law,2015.0,1,0.00 %
ape law,2016.0,1,0.00 %
ape law,2018.0,2,0.00 %
ape marina,2016.0,1,0.00 %
apeirogon games,2017.0,1,0.00 %
apeiron,2006.0,1,0.00 %
apeiron,2007.0,1,0.00 %
apeiron,2009.0,1,0.00 %
aperico software,2017.0,1,0.00 %
aperture tag team,2014.0,1,0.00 %
apillo,2017.0,2,0.00 %
apillo,2018.0,2,0.00 %
apoapsis studios,2017.0,1,0.00 %
"apocoplay llc,ludeme games,coreedge inc",2016.0,1,100.00 %
apology games,2016.0,1,0.00 %
appgeneration,2016.0,1,0.00 %
apparition games,2014.0,1,0.00 %
appeal,2017.0,3,0.00 %
applava,2017.0,2,0.00 %
applepine games,2016.0,1,0.00 %
appliks apps studios,2017.0,1,0.00 %
appmania,2011.0,1,0.00 %
appmaniai-free,2013.0,1,0.00 %
appsolutely studios,2015.0,1,0.00 %
appyart games,2016.0,1,0.00 %
aproldvin,2017.0,1,0.00 %
apus software,2016.0,1,100.00 %
"apus software,three donkeys llc",2008.0,1,0.00 %
"apus software,three donkeys llc",2010.0,1,0.00 %
"apus software,three donkeys llc",2011.0,1,0.00 %
"apus software,three donkeys llc",2013.0,1,0.00 %
aqualuft games,2016.0,2,0.00 %
aquiris game studio,2017.0,6,0.00 %
ara interactive,2017.0,1,0.00 %
arachnid games,2013.0,1,0.00 %
arachnid games,2017.0,6,0.00 %
arai koh create office,2015.0,1,0.00 %
arai koh create office,2017.0,1,0.00 %
arational entertainment,2016.0,1,0.00 %
aratog llc,2015.0,4,25.00 %
aratog llc,2016.0,10,10.00 %
arbatskii anatolii,2017.0,1,0.00 %
arberth studios,2008.0,1,0.00 %
arboreal games,2015.0,1,0.00 %
arc system works,2006.0,1,0.00 %
arc system works,2014.0,2,0.00 %
arc system works,2015.0,38,0.00 %
arc system works,2016.0,13,0.00 %
arc system works,2017.0,13,0.00 %
"arc system works co., ltd.",2014.0,1,0.00 %
"arc system works,dotemu",2015.0,2,0.00 %
"arc system works,toybox inc.",2017.0,2,0.00 %
arc-gen,2015.0,1,0.00 %
arcade distillery,2017.0,1,0.00 %
arcade injection,2017.0,1,0.00 %
arcade zone,1994.0,1,0.00 %
arcade zone,1995.0,1,0.00 %
arcane architect,2017.0,1,0.00 %
arcane four studios,2016.0,1,0.00 %
arcane raise,2017.0,56,1.79 %
arcanity inc,2017.0,1,0.00 %
"arcen games, llc",2009.0,1,0.00 %
"arcen games, llc",2010.0,3,0.00 %
"arcen games, llc",2011.0,1,0.00 %
"arcen games, llc",2012.0,2,0.00 %
"arcen games, llc",2013.0,6,0.00 %
"arcen games, llc",2014.0,3,0.00 %
"arcen games, llc",2015.0,1,0.00 %
"arcen games, llc",2016.0,1,0.00 %
archaic entertainment,2010.0,1,100.00 %
archbears,2017.0,1,100.00 %
"archeia,degica",2014.0,1,0.00 %
"archeia,enterbrain",2015.0,1,0.00 %
archetype global,2014.0,2,0.00 %
archetype studios,2017.0,1,0.00 %
archive entertainment,2015.0,4,25.00 %
archon interactive,2017.0,1,0.00 %
arclight worlds,2017.0,1,0.00 %
arconyx,2016.0,1,0.00 %
arctic anteater,2014.0,1,0.00 %
arctic bird studio,2017.0,1,0.00 %
arctic hazard game studio as,2016.0,1,0.00 %
arcticfox223crimsonspectrefox,2016.0,1,0.00 %
arcupion art,2017.0,1,100.00 %
ardi studio,2016.0,1,0.00 %
ardi studio,2017.0,1,0.00 %
arenanet®,2005.0,1,0.00 %
arenanet®,2006.0,2,0.00 %
arenanet®,2007.0,1,0.00 %
arenanet®,2008.0,1,0.00 %
areo gaming,2017.0,1,0.00 %
argali entertainment,2016.0,1,0.00 %
argali entertainment,2017.0,1,0.00 %
argent games,2016.0,1,0.00 %
argo games,1995.0,1,0.00 %
argofox,2016.0,1,0.00 %
"argonauts interactive,collectif nemoïd",2015.0,1,0.00 %
"argus games,igp,promo trade toys llc",2017.0,1,0.00 %
aric morrow,2016.0,1,0.00 %
aries-lenov,2015.0,1,0.00 %
arise,2005.0,1,0.00 %
arkhouse,2016.0,1,0.00 %
arkane studios,2002.0,1,0.00 %
arkane studios,2006.0,1,0.00 %
arkane studios,2012.0,2,0.00 %
arkane studios,2013.0,3,0.00 %
arkane studios,2016.0,1,0.00 %
arkane studios,2017.0,1,0.00 %
arkavi studios,2014.0,1,0.00 %
arkedo,2012.0,3,0.00 %
arkedo,2013.0,1,0.00 %
arkedo,2014.0,1,0.00 %
armagedoom games,2017.0,1,0.00 %
armature studio,2014.0,1,0.00 %
armen murazyan,2017.0,1,0.00 %
armnomads llc,2016.0,2,0.00 %
armstrong powerhouse,2013.0,1,0.00 %
armstrong powerhouse,2016.0,1,0.00 %
armstrong powerhouse,2017.0,3,0.00 %
arran langmead,2016.0,1,0.00 %
arrogant pixel,2016.0,1,0.00 %
arrowgroundgames,2015.0,1,0.00 %
arrowhead game studio,2011.0,13,0.00 %
arrowhead game studio,2012.0,2,0.00 %
arrowhead game studio,2013.0,1,0.00 %
arrowhead game studio,2014.0,2,0.00 %
arrowhead game studio,2015.0,15,0.00 %
arrowiz,2017.0,1,100.00 %
ars creativa,2015.0,3,0.00 %
art games,2017.0,1,0.00 %
art in heart,2016.0,2,0.00 %
artalasky,2017.0,1,0.00 %
artbox games,2017.0,1,0.00 %
arteg,2017.0,2,0.00 %
artech studios,2008.0,1,0.00 %
artech studios,2010.0,1,0.00 %
"artees,trizton,will goss",2017.0,1,0.00 %
artefacts studio,2013.0,2,0.00 %
artefacts studio,2016.0,7,0.00 %
artefacts studio,2017.0,2,0.00 %
artem bondin,2016.0,1,0.00 %
artem bondin,2017.0,1,0.00 %
artem kotov,2014.0,1,0.00 %
artem kotov,2016.0,1,0.00 %
artery games,2010.0,1,0.00 %
artery games,2014.0,3,0.00 %
artery games,2017.0,1,0.00 %
artifex mundi,2011.0,2,0.00 %
artifex mundi,2012.0,3,0.00 %
artifex mundi,2013.0,5,0.00 %
artifex mundi,2014.0,4,0.00 %
artifex mundi,2016.0,2,0.00 %
artifex mundi,2017.0,2,0.00 %
artifice studio,2013.0,1,100.00 %
artifice studio,2015.0,1,0.00 %
artificer creator,2017.0,1,0.00 %
artisano,2017.0,1,0.00 %
"artisiti,studio vrtinec",2015.0,1,0.00 %
"artix entertainment, llc",2016.0,1,100.00 %
"artizens, inc.",2015.0,2,0.00 %
artnumeris,2014.0,1,0.00 %
artogon,2016.0,2,50.00 %
artogon,2017.0,7,0.00 %
artogon corp.,2016.0,1,0.00 %
artplant,2016.0,2,50.00 %
"arttu tuovinen,alan bourhis,michael callaghan",2017.0,2,100.00 %
artur berkowski berobasket,2017.0,1,0.00 %
"artur games,music by darkman007",2015.0,2,0.00 %
artur mandas,2015.0,1,0.00 %
artur rezende,2016.0,4,0.00 %
artur rezende,2017.0,4,25.00 %
artyom laletin,2017.0,1,100.00 %
arupaca laboratories,2017.0,1,0.00 %
"arvi teikari,roope mäkinen",2015.0,2,0.00 %
arvydas žemaitis,2016.0,1,0.00 %
arzola's,2016.0,1,0.00 %
arzola's,2017.0,1,0.00 %
as-key,2017.0,1,0.00 %
asakusa studios,2017.0,1,0.00 %
ascanio entertainment,2017.0,1,0.00 %
ascaron,2012.0,1,0.00 %
ascaron entertainment ltd.,2004.0,1,0.00 %
ascaron entertainment ltd.,2006.0,2,0.00 %
ascaron entertainment ltd.,2010.0,1,0.00 %
ascension entertainment llc,2008.0,1,100.00 %
ascension interactive media,2017.0,1,0.00 %
ashdar games,2017.0,2,0.00 %
asixa,2016.0,1,0.00 %
ask an enemy studios,2017.0,1,0.00 %
aslak studio,2017.0,1,0.00 %
"asmodee digital,frima studio",2016.0,1,0.00 %
"asmodee digital,frima studio",2017.0,2,0.00 %
"asmodee digital,playsoft",2017.0,3,0.00 %
"asmodee digital,playsoft,z-man games",2017.0,3,33.33 %
asobo studio,2008.0,1,0.00 %
"asobo studio,hip games",2005.0,1,0.00 %
aspyr,2012.0,3,0.00 %
aspyr studios,2010.0,1,0.00 %
"aspyr,quantic dream (original release)",2015.0,1,0.00 %
assemble entertainment,1994.0,1,0.00 %
assemble entertainment,2001.0,1,0.00 %
assemble entertainment,2017.0,2,0.00 %
astalo games,2017.0,1,0.00 %
"astalo games,sami tikkamäki",2017.0,1,0.00 %
asteroid base,2015.0,1,0.00 %
astra game studio,2016.0,1,0.00 %
astral byte ltd.,2014.0,2,0.00 %
astralax,2017.0,1,0.00 %
astrobear games,2016.0,1,0.00 %
astronomic games,2015.0,3,0.00 %
astronomic games,2016.0,3,0.00 %
astronomic games,2017.0,1,0.00 %
astrosimer,2015.0,1,0.00 %
asunder studios,2017.0,1,0.00 %
asya yurina,2016.0,1,0.00 %
asylum entertainment,2003.0,1,0.00 %
asymmetric,2017.0,2,0.00 %
asymptotic games,2017.0,1,0.00 %
atgames,2014.0,1,0.00 %
atapki,2014.0,2,50.00 %
atapki,2017.0,1,0.00 %
atara games,2017.0,1,0.00 %
atelier 801,2015.0,1,100.00 %
atelier melon-kissa,2017.0,3,0.00 %
aterdux entertainment,2015.0,3,0.00 %
aterdux entertainment,2016.0,1,0.00 %
"atixx,clorithstudio",2015.0,1,0.00 %
atmosphere entertainment studios,2015.0,1,0.00 %
atom republic,2017.0,1,100.00 %
"atom switch, inc.",2016.0,3,0.00 %
"atom switch, inc.",2017.0,3,100.00 %
"atomic fabrik,cristian manolachi",2016.0,1,0.00 %
"atomic fabrik,cristian manolachi",2017.0,1,0.00 %
atomic planet,2015.0,1,0.00 %
atomic pond studios,2016.0,2,0.00 %
atomic wolf,2017.0,1,0.00 %
atomictorch studio,2015.0,1,0.00 %
atomictorch studio,2016.0,1,0.00 %
atomictorch studio,2017.0,2,0.00 %
atomicom,2017.0,1,0.00 %
atomicom limited,2015.0,2,0.00 %
atomix productions,2013.0,1,0.00 %
atrax games,2015.0,2,0.00 %
atriagames,2017.0,2,0.00 %
attila d.,2017.0,1,0.00 %
attila vitez,2017.0,2,0.00 %
attract mode games,2014.0,1,0.00 %
atum software,2016.0,2,0.00 %
atum software,2017.0,1,0.00 %
atypical games,2015.0,1,0.00 %
atypical games,2016.0,1,0.00 %
atypical games,2017.0,1,0.00 %
auburn sounds,2017.0,1,0.00 %
audials ag,2015.0,9,0.00 %
audio 4n6,2017.0,1,0.00 %
audio insurgency,2016.0,1,0.00 %
aundre rogers,2016.0,1,0.00 %
aundre rogers,2017.0,1,0.00 %
auralab,2015.0,1,0.00 %
auralab,2016.0,1,0.00 %
aurelien regard,2015.0,2,0.00 %
auroch digital,2013.0,1,0.00 %
auroch digital,2015.0,1,0.00 %
auroch digital,2016.0,1,0.00 %
auroch digital,2017.0,3,33.33 %
auroracorp,2017.0,1,0.00 %
auslogics software,2015.0,1,0.00 %
austin handle,2016.0,1,0.00 %
austin wintory,2015.0,1,0.00 %
autarca,2015.0,1,0.00 %
autarca,2017.0,1,0.00 %
autoattack games,2017.0,1,0.00 %
autobotika,2015.0,1,0.00 %
"autobotika,game nation inc",2015.0,1,0.00 %
"automata source,quirkafleeg",2015.0,1,0.00 %
"automata source,quirkafleeg",2016.0,1,0.00 %
automaton,2017.0,2,50.00 %
autonomic interactive,2016.0,1,0.00 %
autonomic interactive,2017.0,1,0.00 %
autotelic games llc,2017.0,1,100.00 %
autotivity entertainment,2015.0,1,0.00 %
autumn moon,2008.0,1,0.00 %
autumn moon,2015.0,1,0.00 %
avalanche software,2005.0,1,0.00 %
avalanche software,2006.0,1,0.00 %
avalanche software,2008.0,1,0.00 %
avalanche software,2011.0,2,0.00 %
"avalanche software,heavy iron studios",2016.0,3,0.00 %
avalanche studios,2006.0,1,0.00 %
avalanche studios,2010.0,8,0.00 %
avalanche studios,2011.0,3,0.00 %
avalanche studios,2013.0,1,100.00 %
avalanche studios,2015.0,7,0.00 %
avalanche studios,2016.0,5,0.00 %
"avalanche studios,feral interactive (maclinux)",2015.0,1,0.00 %
avallon alliance,2017.0,3,33.33 %
avallon alliance,2018.0,1,0.00 %
avatar creations,2014.0,1,0.00 %
avekvist,2017.0,1,0.00 %
aventurine sa,2013.0,1,0.00 %
aves games,2017.0,1,0.00 %
avidly wild games,2014.0,1,0.00 %
avidly wild games,2015.0,1,0.00 %
avrdragon,2015.0,1,0.00 %
awaceb,2016.0,2,0.00 %
awem studio,2007.0,2,0.00 %
awem studio,2009.0,1,0.00 %
awesome games studio,2013.0,1,0.00 %
awesome games studio,2014.0,1,0.00 %
awesome games studio,2017.0,2,0.00 %
awesome industries,2017.0,1,0.00 %
awesomeblade,2014.0,1,0.00 %
aweswan studios,2017.0,1,0.00 %
awfully nice studio,2015.0,1,0.00 %
awfully nice studio,2016.0,1,0.00 %
awoker games,2014.0,1,0.00 %
awoker games,2016.0,1,0.00 %
axed game studio,2015.0,1,0.00 %
axel shokk,2015.0,1,0.00 %
axel sonic,2016.0,2,0.00 %
axiomatic games,2017.0,1,0.00 %
axis game factory,2014.0,3,0.00 %
axis game factory llc,2013.0,2,0.00 %
axis game factory llc,2015.0,3,0.00 %
"axis game factory, inc.",2015.0,1,0.00 %
axis games,2015.0,1,0.00 %
axis games,2016.0,2,0.00 %
axis games,2017.0,1,0.00 %
"axol studio, llc",2015.0,1,0.00 %
"axol studio, llc",2016.0,1,0.00 %
axolot games,2016.0,1,0.00 %
axyos games,2014.0,1,0.00 %
axyos games,2016.0,1,0.00 %
axyos games,2017.0,2,0.00 %
ayedh,2017.0,1,0.00 %
azarashi no yakata,2017.0,1,0.00 %
aéronie,2017.0,1,0.00 %
b.bit,2017.0,1,0.00 %
b2expand,2017.0,1,100.00 %
b52 development team,2017.0,1,0.00 %
"baby duka,bd games",2016.0,1,100.00 %
"baby duka,baby duka games",2016.0,1,0.00 %
bad team,2017.0,2,0.00 %
bandai namco entertainment inc.,2016.0,2,0.00 %
bandai namco studio inc.,2014.0,2,0.00 %
bandai namco studio inc.,2015.0,8,0.00 %
bandai namco studio inc.,2016.0,6,0.00 %
bandai namco studio inc.,2017.0,19,26.32 %
"bandai namco studios vancouver,hipster whale,3 sprockets",2016.0,1,0.00 %
barchboi,2016.0,1,0.00 %
bbg entertainment gmbh,2016.0,3,0.00 %
bbq games,2015.0,1,0.00 %
bbit,2017.0,1,100.00 %
bc,2017.0,1,0.00 %
beta - indie,2016.0,1,0.00 %
beta - indie,2017.0,1,0.00 %
bioszard dev,2017.0,1,0.00 %
bit-gen,2015.0,1,0.00 %
bjgameind,2017.0,2,0.00 %
bjgameind,2018.0,1,0.00 %
bkom studios,2017.0,6,0.00 %
bl-logic,2010.0,1,0.00 %
"black lodge games, llc",2017.0,1,0.00 %
bme digital studios,2016.0,1,0.00 %
"bna studios, llc",2017.0,1,100.00 %
bobafetta,2017.0,1,0.00 %
bohdokumen.,2017.0,1,0.00 %
braineart,2017.0,1,0.00 %
brhp,2016.0,1,0.00 %
brink 3d,2016.0,1,0.00 %
bs1 &amp; bsl team,2014.0,1,0.00 %
bsk games,2015.0,2,0.00 %
bt studios,2016.0,1,0.00 %
bt studios,2017.0,1,0.00 %
btd team,2016.0,1,0.00 %
btncafe,2015.0,1,0.00 %
bug-studio,2017.0,1,0.00 %
bugbear,2012.0,5,0.00 %
buniakra games,2017.0,1,0.00 %
burp! games,2017.0,2,0.00 %
bwgames,2017.0,1,0.00 %
bycodec teknoloji ltd,2016.0,2,0.00 %
byu animation -  class of 2016,2016.0,1,100.00 %
byu animation -  class of 2016,2017.0,1,100.00 %
baba yaga games,2016.0,1,0.00 %
baba yaga games,2017.0,2,0.00 %
babalus123,2017.0,1,0.00 %
babloon studios,2017.0,1,0.00 %
babloon studios,2018.0,1,0.00 %
back to basics gaming,2015.0,1,0.00 %
backburner games,2017.0,1,0.00 %
backstab games,2014.0,1,0.00 %
backward pies,2015.0,1,0.00 %
bacon bandit games,2014.0,2,0.00 %
bacon bandit games,2015.0,1,0.00 %
bacon wrapped games,2011.0,2,0.00 %
bacq stellan,2015.0,2,0.00 %
bacq stellan,2017.0,13,7.69 %
bad attempt,2017.0,1,0.00 %
bad cast games,2016.0,1,0.00 %
bad coffee games,2017.0,1,0.00 %
bad duck games,2017.0,1,0.00 %
bad gravity,2017.0,1,0.00 %
bad panda games,2017.0,1,0.00 %
bad pixel,2016.0,5,20.00 %
bad seed,2015.0,1,0.00 %
bad seed,2016.0,1,0.00 %
bad seed,2017.0,2,50.00 %
badcat studios,2017.0,1,0.00 %
"badfly interactive, a.s.",2014.0,1,0.00 %
"badfly interactive, a.s.",2016.0,1,0.00 %
badwolf games,2016.0,1,0.00 %
badwolf games,2017.0,1,0.00 %
badgerhammer,2017.0,1,0.00 %
badim,2016.0,2,0.00 %
badim,2017.0,2,0.00 %
badland development studio,2015.0,1,0.00 %
badland studio,2014.0,1,0.00 %
bae team,2017.0,2,0.00 %
bagelmaster5000,2017.0,1,0.00 %
baggy cat ltd,2015.0,1,0.00 %
bail! enemy jet!,2017.0,1,0.00 %
bakershah games,2017.0,2,0.00 %
balcony team,2016.0,1,0.00 %
baller industries,2010.0,1,0.00 %
baller industries,2013.0,1,0.00 %
ballista studios ivs,2016.0,1,0.00 %
ballistic frogs,2015.0,1,0.00 %
baltic dragon,2016.0,1,0.00 %
bambastic games,2017.0,1,0.00 %
bamtang,2009.0,1,0.00 %
bandit-1,2016.0,2,50.00 %
bane games,2014.0,1,0.00 %
bankroll studios,2015.0,1,0.00 %
banyango,2017.0,2,0.00 %
barbara karpowicz,2017.0,1,0.00 %
bare mettle entertainment,2015.0,1,0.00 %
barking dog studios,2002.0,1,0.00 %
barlock games,2017.0,1,0.00 %
barnstorm games,2016.0,1,0.00 %
"barnyard intelligence games,crystal labs",2015.0,1,0.00 %
baroque decay,2016.0,1,0.00 %
barrel roll games,2017.0,1,0.00 %
bartosz bojarowski,2016.0,1,0.00 %
bartosz bojarowski,2017.0,1,0.00 %
barty games,2017.0,1,0.00 %
basaltic studio,2016.0,1,100.00 %
basecamp games,2015.0,2,0.00 %
basilisk games,2007.0,1,100.00 %
basilisk games,2010.0,1,0.00 %
basilisk games,2014.0,1,0.00 %
bass pro shops,2016.0,1,0.00 %
bass pro shops,2017.0,1,0.00 %
bat byte,2016.0,1,0.00 %
"bat country games, llc",2014.0,1,0.00 %
"bat country games, llc",2017.0,2,0.00 %
batcat games,2016.0,1,0.00 %
batholith entertainment,2015.0,1,0.00 %
batholith entertainment,2016.0,1,0.00 %
batholith entertainment,2017.0,1,0.00 %
batovi games studio,2016.0,1,0.00 %
battenberg software,2015.0,1,0.00 %
battenberg software,2016.0,3,33.33 %
battenberg software,2017.0,1,0.00 %
"batterystaple games,fire hose games",2017.0,2,0.00 %
battle blockyverse studios,2017.0,1,0.00 %
"battle factory,hexwar games",2017.0,1,0.00 %
battle of crete development team,2010.0,1,100.00 %
battlebyte,2015.0,1,0.00 %
battlegames,2017.0,1,0.00 %
battlegoat studios,2008.0,1,0.00 %
battlegoat studios,2011.0,1,0.00 %
battlegoat studios,2014.0,2,0.00 %
battlegoat studios,2016.0,1,100.00 %
battlegoat studios,2017.0,2,0.00 %
battlebard games,2015.0,1,0.00 %
battlecruiser games,2016.0,1,0.00 %
battlecruiser games,2017.0,1,0.00 %
batu games llc,2016.0,1,0.00 %
bazitov mikhail,2016.0,1,100.00 %
behappy studios,2016.0,1,0.00 %
beam team games,2015.0,1,0.00 %
beamng,2015.0,1,0.00 %
beamdog,2013.0,2,0.00 %
beamdog,2014.0,1,0.00 %
beamdog,2016.0,5,0.00 %
beamdog,2017.0,1,0.00 %
"beamz interactive, inc.",2017.0,13,0.00 %
bean boy games,2016.0,2,50.00 %
beard games studio,2017.0,2,0.00 %
bearded bird game studio,2016.0,1,0.00 %
bearded eye,2016.0,1,0.00 %
bearded giant games,2017.0,1,0.00 %
beast games,2015.0,2,0.00 %
beast mode games,2016.0,1,0.00 %
beatnik games,2010.0,1,0.00 %
beautifun games,2013.0,1,0.00 %
beautifun games,2016.0,1,0.00 %
beaver drummer,2017.0,1,0.00 %
beavis soft,1994.0,1,0.00 %
because i can,2017.0,1,0.00 %
beckoning cat,2014.0,1,0.00 %
bedlam games,2011.0,1,0.00 %
bedtime digital games,2014.0,2,0.00 %
bedtime digital games,2017.0,1,0.00 %
"bedtime digital games,stöj snak",2017.0,1,0.00 %
"beefjack,dean edwards",2016.0,1,0.00 %
beenox,2006.0,1,0.00 %
"beep games, inc.",2017.0,1,0.00 %
befuddlebug,2017.0,1,0.00 %
behaviour,2011.0,1,0.00 %
behaviour interactive,2013.0,1,0.00 %
behaviour interactive inc.,2012.0,1,0.00 %
behaviour interactive inc.,2017.0,1,100.00 %
behold studios,2013.0,1,0.00 %
behold studios,2015.0,2,0.00 %
behold studios,2017.0,2,0.00 %
behtam developer,2015.0,1,0.00 %
"beijing xinrun technology co.,ltd",2016.0,1,0.00 %
bekho team,2016.0,2,0.00 %
bekkerdev studio,2017.0,2,0.00 %
belarus games,2016.0,2,0.00 %
belarus games,2017.0,2,0.00 %
beldarak games,2015.0,1,0.00 %
